player1,player2,SetNo,P1GamesWon,P2GamesWon,P1Score,P2Score,video_name
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,Elena Gabriela Ruse vs  Paula Badosa Full Match ｜ 2024 US Open Round 3.f617_35.4_483205.jpg
NO MATCH,NO MATCH,NO MATCH,NO MATCH,NO MATCH,MATCH,MATCH,Elena Gabriela Ruse vs  Paula Badosa Full Match ｜ 2024 US Open Round 3.f617_37.0_229513.jpg
MATCH,MATCH,MATCH,MATCH,NO MATCH,MATCH,MATCH,Elena Gabriela Ruse vs  Paula Badosa Full Match ｜ 2024 US Open Round 3.f617_38.1_510383.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,Elena Gabriela Ruse vs  Paula Badosa Full Match ｜ 2024 US Open Round 3.f617_38.8_37258.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,Elena Gabriela Ruse vs  Paula Badosa Full Match ｜ 2024 US Open Round 3.f617_40.0_475594.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,Elena Gabriela Ruse vs  Paula Badosa Full Match ｜ 2024 US Open Round 3.f617_40.7_484993.jpg
NO MATCH,NO MATCH,NO MATCH,NO MATCH,NO MATCH,MATCH,MATCH,Elena Gabriela Ruse vs  Paula Badosa Full Match ｜ 2024 US Open Round 3.f617_41.2_272276.jpg
NO MATCH,NO MATCH,NO MATCH,NO MATCH,NO MATCH,MATCH,MATCH,Elena Gabriela Ruse vs  Paula Badosa Full Match ｜ 2024 US Open Round 3.f617_42.2_61451.jpg
NO MATCH,NO MATCH,NO MATCH,NO MATCH,NO MATCH,MATCH,MATCH,Elena Gabriela Ruse vs  Paula Badosa Full Match ｜ 2024 US Open Round 3.f617_42.6_240155.jpg
NO MATCH,NO MATCH,NO MATCH,NO MATCH,NO MATCH,MATCH,MATCH,Elena Gabriela Ruse vs  Paula Badosa Full Match ｜ 2024 US Open Round 3.f617_42.8_345125.jpg
MATCH,MATCH,MATCH,MATCH,NO MATCH,MATCH,MATCH,Elena Gabriela Ruse vs  Paula Badosa Full Match ｜ 2024 US Open Round 3.f617_44.5_514356.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,Elena Gabriela Ruse vs  Paula Badosa Full Match ｜ 2024 US Open Round 3.f617_45.0_487941.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,Elena Gabriela Ruse vs  Paula Badosa Full Match ｜ 2024 US Open Round 3.f617_49.1_280606.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,Elena Gabriela Ruse vs  Paula Badosa Full Match ｜ 2024 US Open Round 3.f617_49.1_82576.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,Elena Gabriela Ruse vs  Paula Badosa Full Match ｜ 2024 US Open Round 3.f617_49.2_479257.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,MATCH,Elena Gabriela Ruse vs  Paula Badosa Full Match ｜ 2024 US Open Round 3.f617_49.4_275837.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,MATCH,Elena Gabriela Ruse vs  Paula Badosa Full Match ｜ 2024 US Open Round 3.f617_50.3_188947.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,MATCH,Elena Rybakina vs. Destanee Aiava Full Match ｜ 2024 US Open Round 1.f617_36.9_122707.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,MATCH,Elena Rybakina vs. Destanee Aiava Full Match ｜ 2024 US Open Round 1.f617_36.9_56558.jpg
NO MATCH,NO MATCH,NO MATCH,NO MATCH,NO MATCH,MATCH,MATCH,Elena Rybakina vs. Destanee Aiava Full Match ｜ 2024 US Open Round 1.f617_37.2_229235.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,MATCH,Elena Rybakina vs. Destanee Aiava Full Match ｜ 2024 US Open Round 1.f617_37.5_221106.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,MATCH,Elena Rybakina vs. Destanee Aiava Full Match ｜ 2024 US Open Round 1.f617_37.6_57218.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,Elena Rybakina vs. Destanee Aiava Full Match ｜ 2024 US Open Round 1.f617_38.0_118544.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,Elena Rybakina vs. Destanee Aiava Full Match ｜ 2024 US Open Round 1.f617_39.5_85967.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,Elena Rybakina vs. Destanee Aiava Full Match ｜ 2024 US Open Round 1.f617_40.1_210592.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,Elena Rybakina vs. Destanee Aiava Full Match ｜ 2024 US Open Round 1.f617_40.4_229856.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,MATCH,Elina Svitolina vs. Anhelina Kalinina Full Match ｜ 2024 US Open Round 2.f617_30.1_234500.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,Elina Svitolina vs. Anhelina Kalinina Full Match ｜ 2024 US Open Round 2.f617_30.2_73042.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,MATCH,Elina Svitolina vs. Anhelina Kalinina Full Match ｜ 2024 US Open Round 2.f617_30.5_94598.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,MATCH,Elina Svitolina vs. Anhelina Kalinina Full Match ｜ 2024 US Open Round 2.f617_30.7_173528.jpg
NO MATCH,NO MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,Elina Svitolina vs. Anhelina Kalinina Full Match ｜ 2024 US Open Round 2.f617_31.8_99730.jpg
NO MATCH,NO MATCH,NO MATCH,NO MATCH,NO MATCH,MATCH,MATCH,Elina Svitolina vs. Anhelina Kalinina Full Match ｜ 2024 US Open Round 2.f617_33.0_211930.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,MATCH,Elina Svitolina vs. Anhelina Kalinina Full Match ｜ 2024 US Open Round 2.f617_33.8_93018.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,Elina Svitolina vs. Anhelina Kalinina Full Match ｜ 2024 US Open Round 2.f617_34.3_124585.jpg
NO MATCH,NO MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,Elina Svitolina vs. Anhelina Kalinina Full Match ｜ 2024 US Open Round 2.f617_36.5_8770.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,Elina Svitolina vs. Anhelina Kalinina Full Match ｜ 2024 US Open Round 2.f617_38.5_57793.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,Elina Svitolina vs. Anhelina Kalinina Full Match ｜ 2024 US Open Round 2.f617_40.5_134112.jpg
NO MATCH,NO MATCH,NO MATCH,NO MATCH,NO MATCH,MATCH,MATCH,Elina Svitolina vs. Anhelina Kalinina Full Match ｜ 2024 US Open Round 2.f617_40.9_136644.jpg
NO MATCH,NO MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,Elina Svitolina vs. Anhelina Kalinina Full Match ｜ 2024 US Open Round 2.f617_41.4_34166.jpg
NO MATCH,NO MATCH,NO MATCH,NO MATCH,NO MATCH,MATCH,MATCH,Elina Svitolina vs. Anhelina Kalinina Full Match ｜ 2024 US Open Round 2.f617_42.9_200770.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,Elina Svitolina vs. Anhelina Kalinina Full Match ｜ 2024 US Open Round 2.f617_43.2_197588.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,Elina Svitolina vs. Anhelina Kalinina Full Match ｜ 2024 US Open Round 2.f617_52.2_54411.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,Elina Svitolina vs. Anhelina Kalinina Full Match ｜ 2024 US Open Round 2.f617_52.9_198438.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,MATCH,Elina Svitolina vs. Coco Gauff Full Match ｜ 2024 US Open Round 3.f617_30.8_79515.jpg
NO MATCH,NO MATCH,NO MATCH,NO MATCH,NO MATCH,MATCH,MATCH,Elina Svitolina vs. Coco Gauff Full Match ｜ 2024 US Open Round 3.f617_31.7_318193.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,MATCH,Elina Svitolina vs. Coco Gauff Full Match ｜ 2024 US Open Round 3.f617_31.9_197918.jpg
NO MATCH,NO MATCH,NO MATCH,NO MATCH,NO MATCH,MATCH,MATCH,Elina Svitolina vs. Coco Gauff Full Match ｜ 2024 US Open Round 3.f617_32.1_49903.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,MATCH,Elina Svitolina vs. Coco Gauff Full Match ｜ 2024 US Open Round 3.f617_32.3_13820.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,Elina Svitolina vs. Coco Gauff Full Match ｜ 2024 US Open Round 3.f617_34.0_265992.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,Elina Svitolina vs. Coco Gauff Full Match ｜ 2024 US Open Round 3.f617_34.0_93205.jpg
NO MATCH,NO MATCH,NO MATCH,NO MATCH,NO MATCH,MATCH,MATCH,Elina Svitolina vs. Coco Gauff Full Match ｜ 2024 US Open Round 3.f617_34.0_97174.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,Elina Svitolina vs. Coco Gauff Full Match ｜ 2024 US Open Round 3.f617_34.7_265281.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,Elina Svitolina vs. Coco Gauff Full Match ｜ 2024 US Open Round 3.f617_35.3_87871.jpg
NO MATCH,NO MATCH,NO MATCH,NO MATCH,NO MATCH,MATCH,MATCH,Elina Svitolina vs. Coco Gauff Full Match ｜ 2024 US Open Round 3.f617_42.1_173442.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,MATCH,Elina Svitolina vs. Coco Gauff Full Match ｜ 2024 US Open Round 3.f617_44.1_358593.jpg
MATCH,NO MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,Elina Svitolina vs. Coco Gauff Full Match ｜ 2024 US Open Round 3.f617_44.8_158988.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,MATCH,Elina Svitolina vs. Coco Gauff Full Match ｜ 2024 US Open Round 3.f617_46.6_295179.jpg
NO MATCH,NO MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,Elina Svitolina vs. Coco Gauff Full Match ｜ 2024 US Open Round 3.f617_46.7_296418.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,Elina Svitolina vs. Coco Gauff Full Match ｜ 2024 US Open Round 3.f617_47.9_114829.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,MATCH,Elina Svitolina vs. Coco Gauff Full Match ｜ 2024 US Open Round 3.f617_48.0_363596.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,MATCH,Elina Svitolina vs. Coco Gauff Full Match ｜ 2024 US Open Round 3.f617_49.1_362984.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,Elina Svitolina vs. Coco Gauff Full Match ｜ 2024 US Open Round 3.f617_50.6_47543.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,MATCH,Elise Mertens vs. Aryna Sabalenka Full Match ｜ 2024 US Open Round 4.f617_31.3_28636.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,Elise Mertens vs. Aryna Sabalenka Full Match ｜ 2024 US Open Round 4.f617_32.1_108179.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,MATCH,Elise Mertens vs. Aryna Sabalenka Full Match ｜ 2024 US Open Round 4.f617_32.9_195260.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,Elise Mertens vs. Aryna Sabalenka Full Match ｜ 2024 US Open Round 4.f617_33.9_12841.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,Elise Mertens vs. Aryna Sabalenka Full Match ｜ 2024 US Open Round 4.f617_34.1_146595.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,Elise Mertens vs. Aryna Sabalenka Full Match ｜ 2024 US Open Round 4.f617_39.0_201440.jpg
NO MATCH,NO MATCH,NO MATCH,NO MATCH,NO MATCH,MATCH,MATCH,Elise Mertens vs. Aryna Sabalenka Full Match ｜ 2024 US Open Round 4.f617_40.2_307.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,Elise Mertens vs. Aryna Sabalenka Full Match ｜ 2024 US Open Round 4.f617_42.4_255845.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,Elise Mertens vs. Aryna Sabalenka Full Match ｜ 2024 US Open Round 4.f617_43.0_272197.jpg
NO MATCH,NO MATCH,NO MATCH,NO MATCH,NO MATCH,MATCH,MATCH,Elise Mertens vs. Aryna Sabalenka Full Match ｜ 2024 US Open Round 4.f617_43.6_158047.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,MATCH,Elise Mertens vs. Aryna Sabalenka Full Match ｜ 2024 US Open Round 4.f617_44.8_252352.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,Elise Mertens vs. Aryna Sabalenka Full Match ｜ 2024 US Open Round 4.f617_46.5_103276.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,Emma Navarro vs. Arantxa Rus Full Match ｜ 2024 US Open Round 2.f617_30.3_154349.jpg
NO MATCH,NO MATCH,NO MATCH,NO MATCH,NO MATCH,MATCH,MATCH,Emma Navarro vs. Arantxa Rus Full Match ｜ 2024 US Open Round 2.f617_39.1_920.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,Emma Navarro vs. Aryna Sabalenka Full Match ｜ 2024 US Open Semifinal.f617_30.0_263598.jpg
NO MATCH,NO MATCH,NO MATCH,NO MATCH,NO MATCH,MATCH,MATCH,Emma Navarro vs. Aryna Sabalenka Full Match ｜ 2024 US Open Semifinal.f617_32.6_643.jpg
MATCH,MATCH,NO MATCH,NO MATCH,NO MATCH,MATCH,MATCH,Emma Navarro vs. Aryna Sabalenka Full Match ｜ 2024 US Open Semifinal.f617_33.8_102072.jpg
NO MATCH,NO MATCH,NO MATCH,NO MATCH,NO MATCH,MATCH,MATCH,Emma Navarro vs. Aryna Sabalenka Full Match ｜ 2024 US Open Semifinal.f617_33.8_43892.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,Emma Navarro vs. Aryna Sabalenka Full Match ｜ 2024 US Open Semifinal.f617_39.1_242231.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,Emma Navarro vs. Aryna Sabalenka Full Match ｜ 2024 US Open Semifinal.f617_40.2_237354.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,Emma Navarro vs. Aryna Sabalenka Full Match ｜ 2024 US Open Semifinal.f617_41.6_265983.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,Emma Navarro vs. Aryna Sabalenka Full Match ｜ 2024 US Open Semifinal.f617_42.1_269572.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,MATCH,Emma Navarro vs. Aryna Sabalenka Full Match ｜ 2024 US Open Semifinal.f617_42.3_190801.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,Emma Navarro vs. Aryna Sabalenka Full Match ｜ 2024 US Open Semifinal.f617_43.1_246140.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,MATCH,Emma Navarro vs. Aryna Sabalenka Full Match ｜ 2024 US Open Semifinal.f617_43.5_186033.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,Emma Navarro vs. Aryna Sabalenka Full Match ｜ 2024 US Open Semifinal.f617_44.0_262631.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,Emma Navarro vs. Aryna Sabalenka Full Match ｜ 2024 US Open Semifinal.f617_44.7_235231.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,Emma Navarro vs. Aryna Sabalenka Full Match ｜ 2024 US Open Semifinal.f617_45.1_243795.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,Emma Navarro vs. Aryna Sabalenka Full Match ｜ 2024 US Open Semifinal.f617_45.4_85068.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,Emma Navarro vs. Aryna Sabalenka Full Match ｜ 2024 US Open Semifinal.f617_45.8_193153.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,Emma Navarro vs. Aryna Sabalenka Full Match ｜ 2024 US Open Semifinal.f617_46.2_244923.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,Emma Navarro vs. Aryna Sabalenka Full Match ｜ 2024 US Open Semifinal.f617_47.8_232303.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,Emma Navarro vs. Coco Gauff Full Match ｜ 2024 US Open Round 4.f617_30.4_325942.jpg
NO MATCH,NO MATCH,NO MATCH,NO MATCH,NO MATCH,MATCH,MATCH,Emma Navarro vs. Coco Gauff Full Match ｜ 2024 US Open Round 4.f617_32.9_198573.jpg
NO MATCH,NO MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,Emma Navarro vs. Coco Gauff Full Match ｜ 2024 US Open Round 4.f617_40.1_244880.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,Emma Navarro vs. Coco Gauff Full Match ｜ 2024 US Open Round 4.f617_43.8_150931.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,Emma Navarro vs. Coco Gauff Full Match ｜ 2024 US Open Round 4.f617_44.9_163080.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,Emma Navarro vs. Coco Gauff Full Match ｜ 2024 US Open Round 4.f617_45.3_293514.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,MATCH,Emma Navarro vs. Coco Gauff Full Match ｜ 2024 US Open Round 4.f617_46.1_157079.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,Emma Navarro vs. Coco Gauff Full Match ｜ 2024 US Open Round 4.f617_46.6_162485.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,MATCH,Emma Navarro vs. Coco Gauff Full Match ｜ 2024 US Open Round 4.f617_46.6_25202.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,Emma Navarro vs. Coco Gauff Full Match ｜ 2024 US Open Round 4.f617_47.1_33000.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,Emma Navarro vs. Coco Gauff Full Match ｜ 2024 US Open Round 4.f617_47.4_142700.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,Emma Navarro vs. Coco Gauff Full Match ｜ 2024 US Open Round 4.f617_47.4_158304.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,MATCH,Emma Navarro vs. Coco Gauff Full Match ｜ 2024 US Open Round 4.f617_47.5_304711.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,Emma Navarro vs. Coco Gauff Full Match ｜ 2024 US Open Round 4.f617_48.3_159745.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,Emma Navarro vs. Coco Gauff Full Match ｜ 2024 US Open Round 4.f617_48.3_164322.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,MATCH,Emma Navarro vs. Coco Gauff Full Match ｜ 2024 US Open Round 4.f617_48.3_310371.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,MATCH,Emma Navarro vs. Coco Gauff Full Match ｜ 2024 US Open Round 4.f617_48.8_21242.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,Emma Navarro vs. Coco Gauff Full Match ｜ 2024 US Open Round 4.f617_49.2_290714.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,MATCH,Emma Navarro vs. Coco Gauff Full Match ｜ 2024 US Open Round 4.f617_49.2_29511.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,Emma Navarro vs. Coco Gauff Full Match ｜ 2024 US Open Round 4.f617_49.4_361119.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,Emma Navarro vs. Coco Gauff Full Match ｜ 2024 US Open Round 4.f617_49.7_32414.jpg
NO MATCH,NO MATCH,NO MATCH,NO MATCH,NO MATCH,MATCH,MATCH,Emma Navarro vs. Marta Kostyuk Full Match ｜ 2024 US Open Round 3.f617_34.4_325304.jpg
NO MATCH,NO MATCH,NO MATCH,NO MATCH,NO MATCH,MATCH,MATCH,Emma Navarro vs. Marta Kostyuk Full Match ｜ 2024 US Open Round 3.f617_35.9_236403.jpg
NO MATCH,NO MATCH,NO MATCH,NO MATCH,NO MATCH,MATCH,MATCH,Emma Navarro vs. Marta Kostyuk Full Match ｜ 2024 US Open Round 3.f617_40.6_277578.jpg
NO MATCH,NO MATCH,NO MATCH,NO MATCH,NO MATCH,MATCH,MATCH,Emma Navarro vs. Marta Kostyuk Full Match ｜ 2024 US Open Round 3.f617_41.2_92500.jpg
NO MATCH,NO MATCH,NO MATCH,NO MATCH,NO MATCH,MATCH,MATCH,Emma Navarro vs. Marta Kostyuk Full Match ｜ 2024 US Open Round 3.f617_42.1_75693.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,MATCH,Emma Navarro vs. Marta Kostyuk Full Match ｜ 2024 US Open Round 3.f617_42.9_359420.jpg
NO MATCH,NO MATCH,NO MATCH,NO MATCH,NO MATCH,MATCH,MATCH,Emma Navarro vs. Marta Kostyuk Full Match ｜ 2024 US Open Round 3.f617_43.4_344166.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,Emma Navarro vs. Marta Kostyuk Full Match ｜ 2024 US Open Round 3.f617_47.6_310593.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,Emma Navarro vs. Marta Kostyuk Full Match ｜ 2024 US Open Round 3.f617_48.9_367971.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,Emma Raducanu vs. Sofia Kenin Full Match ｜ 2024 US Open Round 1.f617_31.0_309691.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,Emma Raducanu vs. Sofia Kenin Full Match ｜ 2024 US Open Round 1.f617_33.3_314317.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,Emma Raducanu vs. Sofia Kenin Full Match ｜ 2024 US Open Round 1.f617_33.6_321617.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,Emma Raducanu vs. Sofia Kenin Full Match ｜ 2024 US Open Round 1.f617_34.4_323233.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,Emma Raducanu vs. Sofia Kenin Full Match ｜ 2024 US Open Round 1.f617_34.7_317806.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,Emma Raducanu vs. Sofia Kenin Full Match ｜ 2024 US Open Round 1.f617_35.2_302627.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,Emma Raducanu vs. Sofia Kenin Full Match ｜ 2024 US Open Round 1.f617_35.4_122207.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,Emma Raducanu vs. Sofia Kenin Full Match ｜ 2024 US Open Round 1.f617_35.4_304235.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,Emma Raducanu vs. Sofia Kenin Full Match ｜ 2024 US Open Round 1.f617_37.1_316003.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,Emma Raducanu vs. Sofia Kenin Full Match ｜ 2024 US Open Round 1.f617_37.3_231071.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,MATCH,Emma Raducanu vs. Sofia Kenin Full Match ｜ 2024 US Open Round 1.f617_37.8_227851.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,Emma Raducanu vs. Sofia Kenin Full Match ｜ 2024 US Open Round 1.f617_38.0_319635.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,Emma Raducanu vs. Sofia Kenin Full Match ｜ 2024 US Open Round 1.f617_38.2_123057.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,Emma Raducanu vs. Sofia Kenin Full Match ｜ 2024 US Open Round 1.f617_38.3_307843.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,Emma Raducanu vs. Sofia Kenin Full Match ｜ 2024 US Open Round 1.f617_39.7_312353.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,Emma Raducanu vs. Sofia Kenin Full Match ｜ 2024 US Open Round 1.f617_39.8_126665.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,MATCH,Emma Raducanu vs. Sofia Kenin Full Match ｜ 2024 US Open Round 1.f617_40.5_117949.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,MATCH,Emma Raducanu vs. Sofia Kenin Full Match ｜ 2024 US Open Round 1.f617_42.6_29007.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,Emma Raducanu vs. Sofia Kenin Full Match ｜ 2024 US Open Round 1.f617_43.2_143705.jpg
NO MATCH,NO MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,Emma Raducanu vs. Sofia Kenin Full Match ｜ 2024 US Open Round 1.f617_43.4_137071.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,MATCH,Emma Raducanu vs. Sofia Kenin Full Match ｜ 2024 US Open Round 1.f617_43.4_23887.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,Emma Raducanu vs. Sofia Kenin Full Match ｜ 2024 US Open Round 1.f617_43.4_287233.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,Emma Raducanu vs. Sofia Kenin Full Match ｜ 2024 US Open Round 1.f617_43.8_272415.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,Emma Raducanu vs. Sofia Kenin Full Match ｜ 2024 US Open Round 1.f617_43.9_281244.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,NO MATCH,Emma Raducanu vs. Sofia Kenin Full Match ｜ 2024 US Open Round 1.f617_44.1_20372.jpg
NO MATCH,NO MATCH,NO MATCH,NO MATCH,NO MATCH,MATCH,MATCH,Emma Raducanu vs. Sofia Kenin Full Match ｜ 2024 US Open Round 1.f617_44.9_130.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,Emma Raducanu vs. Sofia Kenin Full Match ｜ 2024 US Open Round 1.f617_44.9_277624.jpg
MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,Emma Raducanu vs. Sofia Kenin Full Match ｜ 2024 US Open Round 1.f617_45.5_294085.jpg
